#          distance                  H2                 H2O                  N2                  O2                  OH                   T                 U_x                 U_y                 U_z
  6.93889390391e-18     0.0982778831105       0.22195268019      0.679376575357   5.08405514881e-08   8.86004523924e-06       1256.37342093       16.0024288384    0.00451437763065   0.000196914386592
             0.0001     0.0985863580354      0.221877294412      0.679143227026   5.17002691756e-08   8.78908767249e-06       1255.12063574       15.9820492472     0.0245431543749  -1.42078896601e-06
             0.0002     0.0970408743841      0.222235470945      0.680326149386   4.96095345018e-08   9.20216363929e-06       1260.85304828       15.7072776122     0.0465490523054  -3.08142101176e-06
             0.0003     0.0945695840522      0.222808948503      0.682216784843   4.66369107365e-08   9.91900242516e-06       1270.33520178       15.2669052804     0.0666833640161  -1.03355194539e-05
             0.0004     0.0913321617386      0.223561540499      0.684691877927   4.34750619343e-08   1.09761300796e-05       1283.37710263       14.6886437206     0.0836296846445  -2.51367247103e-05
             0.0005     0.0875101618246      0.224451878005      0.687611500942   4.09114315314e-08   1.24269771437e-05       1299.75006907       14.0046530354     0.0967808767745  -4.78572643743e-05
             0.0006     0.0832874080172      0.225437754467      0.690834295477   3.97437839431e-08   1.43418804745e-05       1319.18818617       13.2482564647      0.105842945035  -7.76625374587e-05
             0.0007     0.0788330006814      0.226479978432      0.694230586991     4.073892542e-08   1.68086894426e-05       1341.39883598       12.4508676521      0.110810297753  -0.000112607319556
             0.0008     0.0742906796304      0.227544860909      0.697690516162   4.46433795504e-08   1.99333852854e-05       1366.07414743       11.6398551919      0.111911886825  -0.000150170832612
             0.0009     0.0697744269161       0.22860532458      0.701127316031   5.22480747703e-08   2.38405545858e-05       1392.90111936       10.8374374922      0.109543539859  -0.000151729026078
              0.001     0.0653688119837      0.229640937077      0.704476929006   6.44879553493e-08   2.86737471911e-05       1421.57085421       10.0604466236      0.104200553027  -0.000135584332642
             0.0011     0.0611322450758      0.230637260436      0.707695403867   8.25688214145e-08   3.45956926472e-05       1451.78568229        9.3206971824     0.0964185924719  -0.000113773576155
             0.0012     0.0571015545938      0.231584867254      0.710755304713   1.08114929099e-07   4.17884321411e-05       1483.26420617       8.62569547886      0.086727744809   -8.8576014443e-05
             0.0013     0.0532967824131      0.232478276413      0.713641983517   1.43337836656e-07   5.04535054894e-05       1515.74488079       7.97947810354     0.0756212825696  -6.20261351972e-05
             0.0014     0.0497255567836      0.233314961054      0.716350202985   1.91234631869e-07   6.08122960221e-05       1548.98804332       7.38343790325     0.0635371967145  -3.57791171937e-05
             0.0015     0.0463867488489      0.234094501616      0.718881330185    2.5582979035e-07   7.31066971928e-05       1582.77681792       6.83705761604     0.0508499406261  -1.10731350495e-05
             0.0016     0.0432737695487      0.234817801399      0.721240813028    3.4262117771e-07   8.76127430978e-05       1616.92221147       6.33865187794     0.0378654638457   1.24699729883e-06
             0.0017      0.040377765179      0.235486334141      0.723435760436   4.58931284485e-07   0.000104626858244        1651.2381577       5.88584977959     0.0248472030127  -9.88271358023e-06
             0.0018     0.0376842412107      0.236102947043      0.725477504959   6.14263828664e-07   0.000124462247587       1685.57830422        5.4751783788     0.0119806332718  -2.80493973754e-05
             0.0019     0.0351786676041      0.236670531879      0.727377343434   8.20932168479e-07   0.000147448788785       1719.80686129       5.10315548151  -0.000585354669434  -4.32033434175e-05
              0.002     0.0328476510283      0.237191702936      0.729145667998   1.09513453975e-06   0.000173953340447       1753.79724331       4.76644221321    -0.0127434259255  -5.53308712796e-05
             0.0021     0.0306778935929      0.237669032768      0.730792764625   1.45809566799e-06   0.000204378472722       1787.44062268       4.46179484513    -0.0244187110113  -6.45510439336e-05
             0.0022     0.0286562697701      0.238105004879      0.732328766382   1.93777469294e-06   0.000239174992662       1820.65171917       4.18613839241    -0.0355627866722  -7.10613419331e-05
             0.0023     0.0267704729274      0.238501853525      0.733763169999   2.57091369081e-06    0.00027884396969        1853.3573603       3.93660747187    -0.0461474184195  -7.51035496515e-05
             0.0024     0.0250091041063       0.23886152357       0.73510477631   3.40590859344e-06   0.000323945222377       1885.49446192       3.71056480615    -0.0561599779852  -7.69404962221e-05
             0.0025     0.0233616873257      0.239185645626      0.736361685817   4.50668572028e-06   0.000375107321255       1917.00848426       3.50560508922    -0.0655996703649  -5.99188845933e-05
             0.0026     0.0218186485456      0.239475517034      0.737541321348   5.95795945889e-06   0.000433039252852       1947.85203097        3.3195493596     -0.074474466968  -4.42453885801e-05
             0.0027     0.0203712728887      0.239732084184      0.738650466935   7.87240230519e-06   0.000498543965382       1977.98358535       3.15043354835    -0.0827986497701  -3.12964135276e-05
             0.0028     0.0190116500857      0.239955922507      0.739695315524   1.04004766228e-05   0.000572534032424       2007.36637205       2.99649376083    -0.0905908675405  -2.08106452537e-05
             0.0029     0.0177326148254      0.240147210931      0.740681520637    1.3743991671e-05   0.000656049690154       2035.96732856       2.85615003801    -0.0978726143219  -1.25327979976e-05
              0.003     0.0165276863985      0.240305697643      0.741614248802   1.81749038161e-05   0.000750279509819       2063.75616714       2.72798975499     -0.104667050894  -6.22017049278e-06
             0.0031     0.0153910104633      0.240430653719      0.742498230745    2.4061537799e-05   0.000856583945421       2090.70450481       2.61075139713      -0.11099810119  -1.64668737525e-06
             0.0032     0.0143174659156      0.240520655842      0.743337705471    3.1918614401e-05   0.000976602085768       2116.78294816       2.50334409938     -0.116880827856   1.42511369902e-06
             0.0033      0.013302653979      0.240573610379      0.744136418253   4.24573108906e-05    0.00111218892676       2141.95602268       2.40479346682     -0.122358538804  -1.12686927781e-06
             0.0034     0.0123418591242      0.240586968174      0.744898402797   5.66420743843e-05    0.00126539230616        2166.2026968       2.31414185054     -0.127435498453  -2.52961184042e-06
             0.0035     0.0114310463962      0.240557308215      0.745627232577   7.57996819086e-05     0.0014385045283       2189.49662223       2.23056297044     -0.132141639331  -2.82099614308e-06
             0.0036     0.0105668097202      0.240479963775      0.746326093015   0.000101797568597    0.00163421361779        2211.8059467       2.15334643248     -0.136497127728   -2.1376626104e-06
             0.0037    0.00974613130896      0.240348892027      0.746997965145   0.000137257468817     0.0018555624497       2233.09504428       2.08185733837     -0.140520582015  -5.97632663194e-07
             0.0038    0.00896636802238      0.240156335853      0.747645623073   0.000185877075516    0.00210595880709        2253.3230978       2.01552758906     -0.144228909702   1.69945166901e-06
             0.0039    0.00822524741698       0.23989237251       0.74827162548    0.00025288891113    0.00238915359837       2272.44243994       1.95384833667      -0.14763714797   4.67232377493e-06
              0.004    0.00752087410089      0.239544350592      0.748878276955   0.000345706851193    0.00270916059726       2290.39661744       1.89636331455     -0.150758292954   8.25844409098e-06
             0.0041    0.00685174667842      0.239096215619      0.749467547349   0.000474817170846    0.00307007657783       2307.11820985       1.84266287576     -0.153603108503   9.60533747752e-06
             0.0042     0.0062167836176       0.23852776374      0.750040931493   0.000654962553132    0.00347574309124       2322.52651946       1.79237870264     -0.156179913338   1.00176396632e-05
             0.0043    0.00561535246702      0.237813933731      0.750599229887   0.000906625083542    0.00392917672004       2336.52538934       1.74517911539     -0.158494359244   9.67894923248e-06
             0.0044    0.00504729032648      0.236924357435      0.751142237753    0.00125771052087    0.00443169883583       2349.00159446       1.70076491628     -0.160549234458   8.64774272146e-06
             0.0045    0.00451289499016      0.235823520738      0.751668353575    0.00174514721796    0.00498174630177       2359.82442831       1.65886571615     -0.162344350514   6.96125697963e-06
             0.0046    0.00401285919793      0.234471976186       0.75217416704    0.00241585114934    0.00557347187057       2368.84715781       1.61923670201     -0.163876608595    4.6354729554e-06
             0.0047    0.00354812237222      0.232828971644      0.752654156576     0.0033262733181    0.00619545080618       2375.91125798       1.58165581735     -0.165140346025   1.66767508278e-06
             0.0048     0.0031197786218      0.230854675852        0.7531005018    0.00454161041332     0.0068299775414       2380.84156325       1.54592847342     -0.166116296628   8.48581030386e-07
             0.0049    0.00272868018407      0.228517440166      0.753503546965    0.00612899563075    0.00745310196351       2383.46466669       1.51187645189     -0.166825497474   1.89840030878e-06
              0.005    0.00237470297557      0.225800224097      0.753853474474    0.00814736508363    0.00803747426189       2383.63515012       1.47931993253     -0.167230325885   6.32231643136e-06
             0.0051    0.00205701604906        0.2227012537      0.754141324458     0.0106416927493    0.00855570433557        2381.2252458       1.44810234516     -0.167334980245    1.1441260746e-05
             0.0052    0.00177416232448      0.219231508089      0.754360064068     0.0136404808539    0.00898348636986       2376.11758271       1.41808582978     -0.167134726754   1.72558188747e-05
             0.0053    0.00152404963764      0.215413695987      0.754505614159     0.0171523269587    0.00930218863758       2368.21603029        1.3891448474     -0.166627537037   2.37497651488e-05
             0.0054    0.00130416142038      0.211278562797      0.754577170182     0.0211669656253    0.00950017549181       2357.44659301       1.36116500546     -0.165814272572   3.08899310498e-05
             0.0055    0.00111177843567      0.206861150883      0.754577031343     0.0256583236672    0.00957290269958       2343.75790815       1.33404214853     -0.164698635022   3.86279276069e-05
             0.0056     0.0009441619847      0.202197770997      0.754510122826     0.0305883680028    0.00952215832882       2327.12162746       1.30768147555     -0.163286981162   4.69025362414e-05
             0.0057   0.000798678937352      0.197323958339      0.754383367534     0.0359108351096    0.00935490192894       2307.53272327       1.28199671844     -0.161588081706   4.29024371562e-05
             0.0058   0.000672871820898      0.192273312204      0.754205124271     0.0415743681103    0.00908197975902       2285.00970875       1.25690939499     -0.159612867704   3.77760686034e-05
             0.0059   0.000564487779899      0.187077003596      0.753984634713     0.0475249988239    0.00871695171879       2259.59468644       1.23234813358     -0.157374191579   3.20007453671e-05
              0.006   0.000471481729079      0.181763688428      0.753731580626     0.0537080458485    0.00827505233726       2231.35316919       1.20824806613     -0.154886600408   2.56400480927e-05
             0.0061   0.000392005962133      0.176359627435      0.753455720009     0.0600695788022    0.00777231124921       2200.37354275       1.18455028396      -0.15216611177   1.87662049171e-05
             0.0062   0.000324394457709      0.170888879192      0.753166581901     0.0665575805512    0.00722482029876        2166.7660432       1.16120135062     -0.149229979773   1.14582578672e-05
             0.0063   0.000267146571699       0.16537349348      0.752873221393     0.0731228805474    0.00664812868814        2130.6611429       1.13815286469     -0.146096439787    3.8000908062e-06
             0.0064   0.000218946026493      0.159833404293      0.752584079323     0.0797201144761    0.00605673511462       2092.19504399       1.11536184879     -0.142774633559   6.80281206388e-08
             0.0065   0.000178593672617      0.154287970848      0.752306899595     0.0863064595997    0.00546402849065       2051.53214376       1.09279026456     -0.139310591537   3.85506437626e-06
             0.0066   0.000144957331277      0.148753695162      0.752048328115     0.0928453186894    0.00488154755985       2008.85619193       1.07039916167     -0.135698130457   1.19113191374e-05
             0.0067   0.000117047397218      0.143245832664      0.751813963306     0.0993047176476    0.00431890387313       1964.36076799       1.04815692157     -0.131965833048   2.00347367131e-05
             0.0068   9.40153079502e-05      0.137777891439      0.751608457913      0.105657640218    0.00378383464872       1918.23443583       1.02603530118     -0.128132365531   2.81474345794e-05
             0.0069   7.51150673795e-05      0.132361864523      0.751435518878      0.111881725766    0.00328227441886       1870.66719873       1.00400917905     -0.124215691204   3.61776841778e-05
              0.007   5.96953657785e-05      0.127008291835       0.75129796641      0.117959008021    0.00281845957371       1821.84773402      0.982056331576     -0.120232917561   4.40608392195e-05
             0.0071   4.71915506523e-05      0.121726344328      0.751197813983       0.12387555179    0.00239507900731       1771.96121668      0.960157271579     -0.116200190308   5.17396704301e-05
             0.0072   3.71174736598e-05      0.116523926226       0.75113636081      0.129621025491    0.00201345308113       1721.18774121       0.93829510023     -0.112132648086   5.91640965021e-05
             0.0073    2.9057330658e-05      0.111407790703      0.751114289628      0.135188241978     0.0016737258695       1669.70130496      0.916455389462     -0.108044430946   5.10139621405e-05
             0.0074   2.26576432232e-05      0.106383664061      0.751131764046      0.140572693707    0.00137505906058         1617.669282      0.894626096826     -0.103948729222   4.25458027783e-05
             0.0075   1.76195202512e-05      0.101456373384      0.751188521256      0.145772101768    0.00111581928643       1565.25229506      0.872797509358    -0.0998578601016   3.42302873119e-05
             0.0076   1.36913198341e-05     0.0966299750724      0.751283957268      0.150785990265    0.00089375360757       1512.60440795      0.850962220203    -0.0957833588923   2.61159464101e-05
             0.0077   1.06618218892e-05      0.091907875632       0.75141720263      0.155615300142   0.000706149606084        1459.8734935      0.829115182575    -0.0917360818314   1.82458774417e-05
             0.0078    8.3540357807e-06     0.0872929335517      0.751587187193      0.160262056976   0.000549977550726       1407.20160206      0.807253777898    -0.0877263111258   1.06585879193e-05
             0.0079    6.6198138546e-06     0.0827875720456      0.751792693323      0.164729062102   0.000422014622942       1354.72561773      0.785377867865    -0.0837640768865   3.38925255084e-06
              0.008   5.33694102247e-06     0.0783942587048      0.752032576349      0.169018950987   0.000319049743672       1302.57792413      0.763489660364    -0.0798527862764  -4.17809373504e-07
             0.0081    4.4005635975e-06     0.0741020963767      0.752306722395      0.173147004083   0.000237622405252       1250.72968747       0.74151854525    -0.0759925963751   6.92343084099e-06
             0.0082    3.7302460348e-06     0.0699430812062      0.752611889457      0.177087776694   0.000174945471864       1199.67747302      0.719622459557     -0.072206969132   3.18949634389e-05
             0.0083    3.2481547958e-06     0.0659008214611      0.752946486845      0.180864034572   0.000127109408349       1149.35063008      0.697740552091    -0.0684993312382   4.13476995166e-05
             0.0084   2.90050816962e-06     0.0619723856141      0.753308162592      0.184484776102   9.10538503228e-05       1099.82612584      0.675885846809     -0.064873398233  -3.53305071325e-08
             0.0085    2.6590598842e-06     0.0581751111843      0.753698699517      0.187932468858   6.54212282883e-05       1051.34856167      0.654084298055    -0.0613508365752   5.53443560882e-05
             0.0086   2.47893419465e-06     0.0544882850701       0.75411200222      0.191238517894   4.64609272549e-05       1003.84072713      0.632347736277    -0.0579213323907   7.23232006785e-06
             0.0087   2.34782042266e-06     0.0509320220319      0.754550101772      0.194381714899   3.33265440684e-05       957.581143249       0.61071573349    -0.0546107270707   3.07332738417e-05
             0.0088   2.24628351611e-06     0.0474961464962      0.755009238303      0.197378414223   2.40180310271e-05        912.56039477      0.589212884503    -0.0514181139866    4.9683685262e-05
             0.0089   2.16398956088e-06     0.0441776311534       0.75548706817      0.200235365621    1.7375221473e-05       868.820768226      0.567867362485    -0.0483476989232   1.81454943999e-05
              0.009   2.09497149316e-06     0.0409809350145      0.755982478945      0.202950025191   1.26941515188e-05       826.478751319      0.546719197769      -0.04540989283  -1.48750861713e-07
             0.0091   2.03504983331e-06     0.0379193717766       0.75649459069      0.205510501845   9.46571592958e-06       785.765088473      0.525847161217    -0.0426289518261   1.65924129529e-05
             0.0092   1.98019124902e-06     0.0349807628113      0.757019707352      0.207933403002   7.13076850504e-06       746.594062073      0.505270744633    -0.0399929426361   2.86452733493e-05
             0.0093   1.92848601955e-06     0.0321668836641      0.757555406905      0.210219706609   5.42594620938e-06       709.039847189      0.485044966949    -0.0375076082758   3.52480358891e-05
             0.0094   1.87863451352e-06      0.029479519661      0.758099092255      0.212370466379   4.16850821201e-06       673.171951972      0.465227623113    -0.0351765843406   3.69544228391e-05
             0.0095   1.82975912225e-06     0.0269201940934      0.758647873157      0.214387230259   3.23046686036e-06       639.051169386      0.445879039979    -0.0330019716932   3.44100512778e-05
             0.0096    1.7812838483e-06      0.024490048723      0.759198613576      0.216272129034   2.52245248279e-06       606.726824853       0.42706017069    -0.0309842933775   2.83469026989e-05
             0.0097   1.73284713079e-06     0.0221896877062      0.759748018523      0.218027958138   1.98193366376e-06       576.233652536       0.40883007096    -0.0291224440309    1.9573940134e-05
             0.0098   1.68423847588e-06     0.0200189980455      0.760292762612      0.219658237942   1.56489582096e-06       547.588762991      0.391242879821    -0.0274136594359   8.96014429612e-06
             0.0099   1.63532020981e-06     0.0179794199091      0.760829518025      0.221164913651    1.2413824231e-06        520.82548483       0.37435849674    -0.0258550461526  -2.86386044157e-07
               0.01   1.58607299659e-06     0.0160924479306      0.761351866124      0.222532902372   9.96295959473e-07       496.254320176       0.35836721466    -0.0244692730254    1.0383847307e-05
